species,longitude,latitude,eventDate,coordinateUncertaintyM,basisOfRecord,license
Wallabia bicolor,151.25979,-30.09675,2021-04-23,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.28799,-37.8853,2020-01-30,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,146.40725,-38.91854,2021-03-14,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.16531,-36.09826,2023-03-06,3.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.140563,-33.652744,2022-01-06,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,146.04995,-33.975794,2024-07-03,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.021401,-35.673439,2021-02-06,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,146.913598,-36.028913,2021-10-10,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.948665,-33.961372,2024-07-25,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.216796,-33.811767,2021-09-16,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.349703,-32.80123,2024-08-16,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.601013,-30.423655,2024-12-04,3.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.585465,-35.902848,2020-04-23,5.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,152.052482,-30.953713,2022-06-24,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,143.98344,-38.44729,2022-02-16,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,153.276903,-28.915238,2022-09-09,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.29954,-37.78041,2022-04-14,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,151.386703,-33.36432,2021-06-23,215.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.28261,-37.92642,2024-04-10,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,153.556747,-28.184433,2022-04-21,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,141.14477,-38.02968,2024-10-08,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.13711,-37.53351,2021-10-27,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,143.27584,-36.64477,2023-01-03,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,150.754654,-29.250675,2020-02-19,5.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,141.11267,-38.01429,2023-10-27,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.29761,-30.607899,2024-06-24,50.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,149.523812,-36.233076,2024-11-01,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.181656,-33.44321,2025-10-20,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,144.48317,-36.88163,2021-11-04,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,144.826176,-36.103011,2020-01-11,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.54438,-38.07491,2025-04-28,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,146.69418,-36.50685,2023-02-20,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,149.00834,-37.52742,2021-06-08,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,147.54845,-38.06695,2020-03-16,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,149.91408,-35.64972,2020-05-12,150.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,149.76563,-33.49228,2021-03-10,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.63377,-37.60587,2022-05-06,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,142.56783,-37.26224,2024-01-19,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,149.800629,-37.35001,2025-04-15,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.053946,-34.127318,2024-02-29,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,149.909674,-36.863977,2021-08-23,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.588283,-34.02783,2024-08-22,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.47109,-38.09861,2021-09-04,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.38009,-37.75283,2023-02-06,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,151.97042,-30.901413,2021-05-11,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.222145,-33.453501,2023-12-18,1.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,152.00402,-29.37638,2020-04-19,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.6912,-35.59114,2021-04-13,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.214247,-33.822187,2021-12-18,703.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,146.23419,-36.80587,2024-04-11,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,152.144591,-29.914568,2021-05-07,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,152.25576,-29.09711,2020-09-08,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,142.508482,-37.180527,2023-11-14,148.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.33234,-37.30895,2022-04-16,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,149.22826,-33.83849,2021-03-06,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,153.56975,-28.60085,2021-05-31,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,138.6923,-34.96504,2023-10-05,5.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,149.738933,-37.214503,2024-05-27,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.49158,-37.22943,2022-02-24,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,147.5101,-38.09438,2022-03-07,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,146.80538,-36.67337,2023-10-27,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,150.7392,-34.6766,2024-09-22,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.414801,-33.227075,2022-01-08,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,149.53921,-37.41595,2021-06-15,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,145.17908,-38.27848,2024-05-16,1000.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,142.66333,-37.23917,2021-11-25,100.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,148.31669,-37.33887,2022-03-20,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,144.29505,-37.33551,2023-10-17,5.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,143.60468,-36.61934,2022-12-14,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,146.4301,-38.92039,2021-03-12,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.948354,-30.894071,2021-04-29,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.51143,-38.06837,2020-02-26,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,142.11639,-37.1047,2023-12-15,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,145.19425,-37.32326,2023-09-15,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,147.53595,-38.06428,2020-03-16,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,147.28769,-37.94185,2021-05-19,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,146.20834,-37.53289,2022-01-19,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,151.566259,-33.138954,2022-09-20,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,149.64672,-34.13291,2021-02-27,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,142.7851,-37.0935,2023-06-13,50.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.49538,-30.40345,2022-05-21,50.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,149.769815,-37.070125,2024-07-23,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,142.52876,-37.26731,2023-12-01,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,152.727899,-31.4676,2020-05-12,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.247827,-33.729241,2025-01-19,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,146.05362,-33.98078,2024-07-01,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,145.32135,-37.40742,2023-09-27,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,144.10428,-38.46836,2022-02-27,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,149.767161,-37.086831,2024-06-19,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,146.85372,-38.24707,2024-09-03,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,141.01203,-38.01683,2023-10-19,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,143.26678,-37.0692,2022-03-23,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,152.17721,-31.02314,2022-06-15,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.047097,-35.907448,2023-05-30,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,149.767046,-36.516077,2024-09-06,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,149.791433,-37.244004,2023-11-21,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,152.102691,-31.268732,2020-11-13,5.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.161837,-30.544188,2023-08-01,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.138676,-29.979765,2023-10-23,5.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.224191,-33.414357,2025-04-08,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,141.53907,-37.90723,2024-10-09,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,142.44354,-37.23379,2023-11-30,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,149.896507,-37.271403,2023-01-10,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,152.19158,-28.80097,2021-05-17,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,146.68816,-36.52645,2023-02-19,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,151.100178,-32.725432,2023-08-27,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.24156,-36.07977,2023-03-03,3.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,145.17045,-37.53715,2022-05-16,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,148.98526,-34.75685,2020-03-03,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,146.91214,-36.79738,2021-10-26,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,153.610367,-28.678904,2022-06-10,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,143.62401,-37.18884,2022-12-17,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,148.28225,-37.28426,2022-04-18,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,142.33278,-37.36012,2022-04-01,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.6674,-30.5006,2022-10-19,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,144.16498,-38.34187,2022-04-20,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,146.45799,-36.76961,2023-04-12,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,146.89191,-36.89193,2020-11-04,5.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,144.0051,-37.19732,2021-11-09,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,150.580775,-33.691126,2022-11-14,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,143.82303,-37.75618,2021-12-17,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,149.079132,-33.295689,2025-03-16,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.271636,-33.230263,2023-10-10,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,145.28199,-38.1372,2020-06-23,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.359328,-33.166173,2022-04-04,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,144.30137,-37.49158,2023-09-27,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,146.32816,-38.91691,2021-03-12,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,153.295103,-28.721997,2024-09-19,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,144.2856,-37.1445,2021-11-07,90.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,150.68715,-34.66148,2021-05-20,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,146.24108,-38.88858,2021-04-27,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,143.41705,-38.52323,2021-02-15,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,144.3984,-37.1405,2021-05-01,60.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,148.76186,-37.75486,2022-05-02,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,153.535132,-28.680984,2024-10-15,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.65665,-34.618996,2023-08-31,189.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.005849,-33.899956,2026-08-01,7.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.26947,-37.30332,2020-05-21,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,148.14598,-37.68045,2022-06-20,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,150.314158,-34.197265,2024-03-15,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,152.10726,-32.42891,2021-05-19,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.2854,-37.91662,2020-01-30,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,147.5461,-38.06338,2021-03-09,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,143.93989,-38.42095,2020-09-24,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,148.62241,-37.36186,2022-03-29,5.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.272,-37.29624,2022-03-22,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,149.35001,-37.40049,2021-07-22,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,153.58088,-28.780809,2023-09-12,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,146.09793,-36.84415,2024-01-26,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,142.55058,-37.22537,2020-08-09,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,143.60269,-38.53193,2022-04-30,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,152.015825,-32.511354,2020-08-05,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.311591,-29.550839,2020-11-23,50.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,144.28119,-37.34076,2023-11-14,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,140.879481,-37.22467,2023-05-01,15.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,142.54275,-37.18685,2023-11-21,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,150.088582,-31.10147,2020-02-28,50.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,153.41568,-29.06623,2020-05-01,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,144.30918,-37.293,2023-06-30,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,152.896175,-30.454565,2022-03-21,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.65854,-36.29133,2021-04-26,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,145.2708,-38.13246,2024-06-17,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.31288,-37.9442,2020-01-29,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,145.3275,-37.93206,2023-10-17,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,147.53485,-38.07603,2024-03-04,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,151.6,-29.45,2020-06-27,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,145.05617,-36.64881,2022-06-15,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,146.09806,-36.84518,2024-02-03,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,148.04998,-37.745,2023-01-26,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,148.63834,-36.99493,2021-06-03,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,146.24222,-38.88411,2022-04-05,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,147.3756,-37.08437,2022-03-06,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,148.3309,-37.31406,2022-05-02,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.86604,-36.98461,2021-05-18,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.261581,-33.68813,2024-09-05,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.846002,-30.942638,2020-09-17,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.93054,-37.24085,2021-11-18,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,143.526,-38.46997,2021-03-01,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,150.370795,-35.560547,2022-05-09,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,145.33417,-37.86302,2023-10-20,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,143.92813,-37.45115,2021-12-04,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,150.15396,-35.87541,2024-10-10,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,143.76768,-38.6725,2020-08-02,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,143.72953,-38.49656,2024-01-10,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,148.61513,-35.42695,2022-02-06,3.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,144.4553,-37.47767,2023-09-24,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,144.28296,-37.32182,2023-05-25,5.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.60643,-37.35533,2024-04-12,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,145.57832,-37.25172,2023-10-02,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,148.6364,-37.31112,2020-06-24,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,146.26232,-38.88496,2020-04-22,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,151.387367,-32.675754,2023-06-20,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,150.250675,-33.397167,2025-05-21,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,142.42508,-37.1219,2021-01-05,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,145.28128,-38.1353,2021-04-27,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,146.84182,-37.04334,2023-10-18,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,143.93904,-38.48721,2020-07-28,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,147.8408,-36.43952,2021-04-25,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.3777,-36.66311,2020-04-23,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,150.172723,-33.450335,2024-12-16,1000.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,146.33357,-38.91713,2021-03-25,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,149.35804,-37.50196,2021-01-19,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,146.79249,-38.50133,2023-10-21,5.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.15631,-35.87105,2020-04-12,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.54896,-38.0602,2024-03-04,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,146.19209,-37.57889,2022-01-20,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,144.26366,-37.26111,2024-02-03,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,144.29477,-37.13369,2024-02-21,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,143.61459,-38.57279,2021-02-14,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,145.27725,-38.13188,2024-06-17,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.30391,-37.3434,2020-05-20,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,148.24442,-37.39936,2023-02-13,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,147.74763,-37.57188,2023-10-23,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,150.860573,-32.363538,2021-10-22,5.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.14152,-33.69185,2023-02-03,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,138.67499,-35.25988,2022-12-24,5.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.130913,-33.720013,2021-12-03,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,143.72186,-38.49456,2024-01-10,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,146.09563,-36.84682,2024-01-31,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,149.08197,-37.65367,2022-07-28,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,151.889699,-30.853263,2020-09-19,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.34996,-37.36313,2023-02-14,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,141.046,-38.0331,2024-10-10,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.049713,-33.581545,2022-08-11,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,141.48599,-37.92797,2022-10-07,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,144.22771,-37.25461,2021-11-22,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,147.9047,-37.14666,2023-03-19,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,150.575309,-34.510703,2023-02-24,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.67879,-37.44178,2021-05-14,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,147.44824,-38.11627,2020-05-13,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,150.685484,-35.099393,2024-08-27,3.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,149.28944,-37.29,2025-05-15,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,147.54623,-38.05959,2024-03-04,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,145.54567,-38.60682,2021-05-03,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,141.43276,-38.17134,2022-10-05,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,147.67025,-36.24936,2021-05-13,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,148.0625,-37.72211,2025-01-30,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Wallabia bicolor,152.812413,-31.26993,2022-11-10,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,145.57232,-38.62567,2020-05-04,10.0,OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,151.91069,-30.884644,2021-04-27,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Wallabia bicolor,142.46309,-37.26222,2024-01-05,10.0,OBSERVATION,CC-BY 4.0 (Int)
